'Friday, May 10, 2019 12:34 PM',$5.65
'Friday, May 10, 2019 11:48 AM',$4.33
'Friday, May 10, 2019 11:29 AM',$4.17
'Friday, May 10, 2019 4:41 PM',$3.40
'Saturday, June 22, 2019 9:58 PM',$11.50
'Saturday, June 22, 2019 1:58 AM',$1.00
'Saturday, June 22, 2019 11:11 PM',$10.37
'Sunday, June 23, 2019 12:38 AM',$6.20
'Saturday, June 22, 2019 10:32 PM',$6.45
'Saturday, June 22, 2019 7:38 PM',$3.20
'Saturday, June 22, 2019 8:56 PM',$5.68
'Saturday, June 22, 2019 10:53 PM',$3.20
'Saturday, June 22, 2019 10:59 PM',$3.21
'Saturday, June 22, 2019 9:07 PM',$13.64
'Saturday, June 22, 2019 9:35 PM',$6.19
'Saturday, June 22, 2019 11:26 PM',$3.97
'Saturday, June 22, 2019 10:46 PM',$3.20
'Friday, June 14, 2019 3:00 AM',$3.19
'Friday, June 14, 2019 1:22 AM',$6.15
'Friday, June 14, 2019 12:32 AM',$4.19
'Friday, June 14, 2019 2:01 AM',$3.00
'Friday, June 14, 2019 2:35 AM',$3.20
'Friday, June 14, 2019 12:58 AM',$3.66
'Friday, June 14, 2019 12:25 PM',$9.96
'Friday, June 14, 2019 12:39 AM',$3.39
'Saturday, July 6, 2019 6:06 PM',$3.19
'Saturday, July 6, 2019 4:57 PM',$20.52
'Saturday, July 6, 2019 12:20 PM',$3.26
'Saturday, July 6, 2019 2:32 PM',$3.20
'Saturday, July 6, 2019 2:51 PM',$4.19
'Friday, July 5, 2019 8:49 PM',$3.19
'Saturday, July 6, 2019 2:43 PM',$3.44
'Saturday, July 6, 2019 1:12 PM',$8.98
'Friday, July 5, 2019 8:50 AM',$5.00
'Saturday, July 6, 2019 1:45 PM',$6.45
'Saturday, July 6, 2019 11:50 AM',$12.54
'Saturday, July 6, 2019 11:24 AM',$5.49
'Saturday, July 6, 2019 1:34 PM',$6.25
'Saturday, July 6, 2019 2:07 PM',$21.29
'Friday, July 5, 2019 9:07 PM',$6.07
'Saturday, July 6, 2019 5:52 PM',$7.50
'Friday, July 5, 2019 9:34 PM',$7.89
'Wednesday, July 17, 2019 12:21 AM',$3.20
'Wednesday, July 17, 2019 12:09 AM',$3.19
'Tuesday, July 16, 2019 8:02 PM',$7.81
'Tuesday, July 16, 2019 8:58 PM',$8.54
'Tuesday, July 16, 2019 11:00 PM',$13.19
'Wednesday, July 17, 2019 12:26 AM',$3.20
'Tuesday, July 16, 2019 9:11 PM',$3.20
'Wednesday, July 17, 2019 12:36 AM',$6.31
'Tuesday, July 16, 2019 11:27 PM',$8.78
'Tuesday, July 16, 2019 8:24 PM',$3.41
'Tuesday, July 16, 2019 11:43 PM',$6.58
'Tuesday, July 16, 2019 11:08 PM',$9.39
'Tuesday, July 16, 2019 8:20 PM',$3.19
'Tuesday, July 16, 2019 9:32 PM',$5.33
'Friday, June 21, 2019 3:03 AM',$3.19
'Friday, June 21, 2019 1:20 AM',$8.24
'Thursday, June 20, 2019 4:44 PM',$3.20
'Friday, June 21, 2019 2:56 AM',$3.00
'Thursday, June 20, 2019 4:20 PM',$4.56
'Thursday, June 20, 2019 11:51 PM',$9.01
'Friday, June 21, 2019 12:30 AM',$4.56
'Thursday, June 20, 2019 11:24 PM',$13.81
'Thursday, June 20, 2019 4:07 PM',$3.22
'Thursday, June 20, 2019 5:14 PM',$16.41
'Friday, June 21, 2019 3:10 AM',$3.00
'Friday, June 21, 2019 1:04 AM',$3.24
'Friday, June 21, 2019 1:53 AM',$4.45
'Thursday, June 20, 2019 11:44 PM',$3.20
'Thursday, June 20, 2019 5:45 PM',$8.48
'Thursday, June 27, 2019 5:10 PM',$12.20
'Thursday, June 27, 2019 4:11 PM',$5.00
'Thursday, June 27, 2019 4:26 PM',$6.74
'Thursday, June 27, 2019 4:30 PM',$13.33
'Thursday, June 27, 2019 3:59 PM',$8.66
'Monday, June 10, 2019 4:49 PM',$18.26
'Monday, June 10, 2019 3:38 PM',$7.84
'Monday, June 10, 2019 4:23 PM',$8.07
'Monday, June 10, 2019 3:59 PM',$11.21
'Monday, June 10, 2019 2:25 PM',$10.02
'Wednesday, April 17, 2019 5:49 PM',$1.00
'Wednesday, April 17, 2019 5:32 PM',$9.75
'Friday, July 5, 2019 9:37 AM',$10.04
'Friday, July 5, 2019 9:12 AM',$3.20
'Friday, July 5, 2019 6:54 PM',$3.37
'Wednesday, July 3, 2019 2:23 PM',$12.92
'Friday, July 5, 2019 3:48 PM',$12.23
'Friday, July 5, 2019 8:50 AM',$4.36
'Thursday, July 4, 2019 11:55 AM',$13.94
'Wednesday, July 24, 2019 8:31 PM',$3.19
'Wednesday, July 24, 2019 7:15 PM',$3.32
'Wednesday, July 24, 2019 8:39 PM',$3.00
'Wednesday, July 24, 2019 7:45 PM',$4.49
'Wednesday, July 24, 2019 2:18 PM',$39.54
'Wednesday, July 24, 2019 8:22 PM',$3.34
'Wednesday, July 24, 2019 7:24 PM',$8.37
'Wednesday, July 24, 2019 9:23 PM',$4.35
'Friday, February 22, 2019 10:32 PM',$8.45
'Friday, February 22, 2019 11:09 PM',$3.19
'Friday, February 22, 2019 9:47 PM',$4.48
'Friday, February 22, 2019 10:50 PM',$7.19
'Friday, February 22, 2019 10:56 PM',$6.70
'Friday, February 22, 2019 9:27 PM',$4.44
'Friday, February 22, 2019 10:24 PM',$7.54
'Friday, March 15, 2019 4:51 PM',$2.00
'Friday, March 15, 2019 11:48 PM',$3.52
'Friday, March 15, 2019 11:06 PM',$11.40
'Saturday, June 1, 2019 6:11 PM',$15.67
'Thursday, July 18, 2019 5:56 PM',$6.19
'Thursday, July 18, 2019 8:04 PM',$3.19
'Thursday, July 18, 2019 5:36 PM',$11.57
'Thursday, July 18, 2019 5:10 PM',$8.02
'Thursday, July 18, 2019 8:59 PM',$8.80
'Thursday, July 18, 2019 8:18 PM',$3.19
'Thursday, July 18, 2019 4:46 PM',$5.87
'Thursday, April 18, 2019 8:11 PM',$0.50
'Thursday, May 23, 2019 12:57 PM',$4.14
